financial_data_id,company_id,statement_type,period_start,period_end,total_assets,total_liabilities,total_equity,net_income,operating_cash_flow,investing_cash_flow,financing_cash_flow
6160,3662,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,1,2,1,1
6161,409,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,1,2,1,2
6162,6482,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,1,2,1
6163,8427,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,1,2,1
6164,5102,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,2,2,2
6165,7943,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,1,1,1,1
6166,1700,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,2,2,1
6167,6819,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,2,2,2,1
6168,3288,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,2,2,2,2
6169,6348,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,1,1,2,2
6170,2619,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,1,1,1,2
6171,150,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,1,2,1
6172,3536,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,2,1
6173,9996,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,2,2,2
6174,4355,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,1,1,2,2
6175,7000,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,2,2,2
6176,3117,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,2,2,2,2
6177,6864,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,2,1,2,2
6178,724,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,1,2,2,2
6179,6091,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,2,1,1,2
6180,8089,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,2,1,2
6181,5599,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,2,2,2
6182,8648,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,2,1,1,2
6183,3421,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,2,1,2
6184,9120,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,2,2,2,1
6185,1141,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,1,1,1
6186,7747,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,2,1,1
6187,3606,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,2,1,1,2,2
6188,8098,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,1,1
6189,5442,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,1,2,2
6190,2200,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,1,1,1,1,2
6191,2695,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,1,2,1,1
6192,3606,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,1,2,1,1
6193,2413,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,1,1,1
6194,974,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,2,2,1,2
6195,2459,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,1,2,1
6196,156,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,1,2,2,1
6197,7152,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,2,1,1,1
6198,8745,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,2,2,2,2,1
6199,6012,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,2,1,2,1
6200,322,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,2,2,2,1
6201,1212,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,2,1,1,2
6202,9591,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,1,1,1
6203,5372,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,1,1,2,2
6204,6138,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,2,2,2,2
6205,4328,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,1,2,2,2
6206,3297,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,2,2,2,2
6207,9815,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,1,2,1,1
6208,2186,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,2,2,1,2
6209,7706,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,1,2,2,1
6210,2719,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,2,2,1,2
6211,1627,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,1,2,1,1
6212,8323,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,2,2,2,1
6213,8439,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,2,1,1,2
6214,8066,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,2,2,1,2
6215,3756,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,2,2,1,1
6216,6173,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,2,1,1,2
6217,3710,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,1,2,2
6218,8473,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,2,2,1,2,2,1
6219,6950,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,2,2,1,2
6220,3183,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,1,2,1,1
6221,434,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,1,1,2,1
6222,2568,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,1,2,1,1,2
6223,7068,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,2,1,2,2
6224,1840,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,2,2,1,1
6225,1160,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,1,1,2,2,2
6226,6864,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,2,2,2,1
6227,8481,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,2,2,2,1
6228,6234,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,1,2,2,2,1
6229,7552,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,physical assets,1,2,1,2,2,2
6230,684,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,2,2,1
6231,7395,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,2,2,1,1,1
6232,4444,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,1,2,2,1
6233,5636,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,2,2,1,1
6234,576,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,1,2,1,2
6235,4993,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,1,2,1,2
6236,7744,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,2,1,2,1,1
6237,4246,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,1,2,2,1,1,2
6238,1798,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,1,1,1,2,1,2
6239,2040,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,1,2,2,1
6240,8922,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,1,2,2,1
6241,6235,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,1,1,1
6242,3959,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,1,2,2,2,1
6243,7457,retained earnings,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,2,1
6244,4491,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,2,1,1
6245,3175,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,financial assets,2,2,1,2,1,1
6246,217,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,1,1,2
6247,8865,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,1,2,1,2,2
6248,6385,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,1,2,1,1,2
6249,3323,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,2,1,1,2
6250,6592,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,1,2,1,2
6251,5674,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,2,1,1,1
6252,9410,regulatory,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,2,1,2,1,1
6253,4834,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,2,1,1,2,1
6254,5314,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,2,1,2,2,2,1
6255,9055,changes in equity,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,1,2,2,1,2
6256,8782,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,1,1,1,1,2,2
6257,8405,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,1,1,1,2,1,2
6258,8558,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,intangible assets,1,1,2,1,2,1
6259,3578,interim,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,current assets,2,2,2,2,2,2
6260,2063,compliance,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,non-current assets,2,2,1,2,2,1
6261,3571,comprehensive income,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,fixed assets,2,2,1,1,1,2
6262,938,segmental,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,2,1,2,2,1,1
6263,442,budgeted,<function random_datetime at 0x0000026F7D41B250>,<function random_datetime at 0x0000026F7D41B250>,assets under management,1,2,1,2,2,1
