market_data_id,market_trend,economic_indicator,external_factor,value
6122,Bullish,Inflation Rate,Interest Rates,7588
6123,Bearish,Consumer Price Index,Exchange Rates,4758
6124,Bearish,Industrial Production,Stock Market,7957
6125,Bearish,Consumer Price Index,Political Stability,4249
6126,Sideways,GDP,Political Stability,9945
6127,Bullish,Housing Starts,Consumer Confidence,5457
6128,Bullish,Retail Sales,Political Stability,8417
6129,Bearish,Trade Balance,Exchange Rates,9269
6130,Bearish,Retail Sales,Exchange Rates,9991
6131,Sideways,Trade Balance,Stock Market,1940
6132,Sideways,Consumer Price Index,Political Stability,4226
6133,Bullish,Consumer Price Index,Stock Market,9592
6134,Bullish,Unemployment Rate,Interest Rates,8226
6135,Sideways,Employment Rate,Stock Market,8675
6136,Bullish,Retail Sales,Interest Rates,5215
6137,Bearish,Housing Starts,Stock Market,1003
6138,Bearish,Retail Sales,Oil Prices,4419
6139,Bearish,Housing Starts,Consumer Confidence,1472
6140,Bullish,Housing Starts,Stock Market,8588
6141,Bearish,Unemployment Rate,Political Stability,6639
6142,Bearish,Housing Starts,Political Stability,7057
6143,Bearish,Employment Rate,Interest Rates,7721
6144,Bearish,Housing Starts,Consumer Confidence,6731
6145,Bullish,Consumer Price Index,Stock Market,8474
6146,Bearish,Trade Balance,Consumer Confidence,2397
6147,Bullish,Employment Rate,Exchange Rates,6987
6148,Bullish,Trade Balance,Stock Market,3918
6149,Bullish,Industrial Production,Consumer Confidence,9169
6150,Bearish,Retail Sales,Oil Prices,3073
6151,Sideways,Industrial Production,Interest Rates,3982
6152,Bullish,Retail Sales,Consumer Confidence,1798
6153,Bearish,Employment Rate,Exchange Rates,4589
6154,Bearish,Employment Rate,Stock Market,1942
6155,Bullish,Unemployment Rate,Political Stability,8311
6156,Bullish,Employment Rate,Oil Prices,5899
6157,Sideways,Trade Balance,Oil Prices,1360
6158,Bearish,GDP,Interest Rates,2643
6159,Sideways,Unemployment Rate,Interest Rates,7047
6160,Sideways,Inflation Rate,Oil Prices,9066
6161,Bullish,GDP,Stock Market,4218
6162,Bearish,Industrial Production,Interest Rates,6805
6163,Bearish,Trade Balance,Stock Market,6166
6164,Bullish,Inflation Rate,Consumer Confidence,9924
6165,Bullish,Housing Starts,Political Stability,4404
6166,Bullish,Trade Balance,Exchange Rates,7600
6167,Sideways,GDP,Political Stability,7224
6168,Sideways,Unemployment Rate,Stock Market,9651
6169,Bearish,Retail Sales,Exchange Rates,3672
6170,Bullish,Industrial Production,Interest Rates,9544
6171,Sideways,GDP,Exchange Rates,5042
6172,Bullish,Inflation Rate,Consumer Confidence,1646
6173,Sideways,Unemployment Rate,Oil Prices,8888
6174,Bearish,GDP,Interest Rates,1190
6175,Bearish,GDP,Consumer Confidence,7741
6176,Bearish,Employment Rate,Oil Prices,4979
6177,Bullish,Housing Starts,Exchange Rates,8271
6178,Sideways,Housing Starts,Stock Market,7144
6179,Bearish,Employment Rate,Political Stability,9406
6180,Bearish,Housing Starts,Stock Market,8204
6181,Bearish,Unemployment Rate,Political Stability,6692
6182,Bearish,Consumer Price Index,Oil Prices,5826
6183,Bearish,Unemployment Rate,Oil Prices,8723
6184,Bearish,Trade Balance,Interest Rates,3515
6185,Bearish,GDP,Consumer Confidence,1989
6186,Bearish,Inflation Rate,Political Stability,9693
6187,Bearish,Retail Sales,Exchange Rates,1264
6188,Bearish,Consumer Price Index,Oil Prices,7318
6189,Sideways,Inflation Rate,Interest Rates,3764
6190,Bearish,Unemployment Rate,Exchange Rates,2216
6191,Sideways,Consumer Price Index,Oil Prices,3516
6192,Bullish,Industrial Production,Interest Rates,6722
6193,Bullish,Trade Balance,Stock Market,1454
6194,Bearish,Unemployment Rate,Oil Prices,5675
6195,Sideways,Retail Sales,Oil Prices,2674
6196,Bullish,Trade Balance,Consumer Confidence,7686
6197,Bullish,Inflation Rate,Interest Rates,2523
6198,Sideways,Industrial Production,Political Stability,9822
6199,Sideways,Employment Rate,Oil Prices,2103
6200,Bullish,Consumer Price Index,Oil Prices,9334
6201,Bearish,Trade Balance,Stock Market,9851
6202,Bearish,Industrial Production,Oil Prices,6821
6203,Bearish,Unemployment Rate,Political Stability,1014
6204,Bearish,Employment Rate,Interest Rates,3250
6205,Bullish,Consumer Price Index,Consumer Confidence,2351
6206,Bearish,Trade Balance,Stock Market,8831
6207,Bearish,Consumer Price Index,Political Stability,7562
6208,Bullish,Industrial Production,Interest Rates,1695
6209,Bullish,Unemployment Rate,Oil Prices,7310
6210,Sideways,Trade Balance,Stock Market,6365
6211,Sideways,Trade Balance,Exchange Rates,8722
6212,Bullish,GDP,Interest Rates,6900
6213,Bearish,Retail Sales,Stock Market,9335
6214,Bearish,Retail Sales,Stock Market,7008
6215,Bearish,Industrial Production,Political Stability,7497
6216,Sideways,Employment Rate,Interest Rates,2390
6217,Sideways,Retail Sales,Interest Rates,5500
6218,Bearish,Unemployment Rate,Exchange Rates,4745
6219,Sideways,Consumer Price Index,Exchange Rates,4449
6220,Bullish,Housing Starts,Oil Prices,3973
6221,Bullish,Consumer Price Index,Stock Market,2990
6222,Sideways,Consumer Price Index,Consumer Confidence,8676
6223,Bullish,Trade Balance,Oil Prices,2329
6224,Bearish,Consumer Price Index,Consumer Confidence,6817
6225,Sideways,Consumer Price Index,Exchange Rates,8011
6226,Bullish,Employment Rate,Oil Prices,1840
6227,Sideways,Housing Starts,Consumer Confidence,6675
6228,Bullish,Industrial Production,Consumer Confidence,2465
6229,Sideways,Employment Rate,Oil Prices,6114
6230,Bullish,Unemployment Rate,Exchange Rates,3617
6231,Sideways,Industrial Production,Interest Rates,3862
6232,Bullish,Inflation Rate,Consumer Confidence,2185
6233,Sideways,Consumer Price Index,Oil Prices,2380
6234,Bearish,GDP,Stock Market,3339
6235,Bearish,Housing Starts,Stock Market,4536
6236,Bullish,Housing Starts,Consumer Confidence,5006
6237,Bullish,Trade Balance,Stock Market,5697
6238,Bullish,Employment Rate,Stock Market,3228
6239,Bullish,GDP,Stock Market,6260
6240,Bullish,Retail Sales,Consumer Confidence,7027
6241,Sideways,Unemployment Rate,Stock Market,5644
6242,Bearish,Industrial Production,Oil Prices,9406
6243,Bullish,Housing Starts,Political Stability,9641
6244,Sideways,Unemployment Rate,Exchange Rates,6721
6245,Bearish,Consumer Price Index,Exchange Rates,3465
6246,Sideways,GDP,Interest Rates,8296
6247,Bullish,Housing Starts,Exchange Rates,2018
6248,Sideways,Inflation Rate,Stock Market,7840
6249,Sideways,GDP,Oil Prices,5112
6250,Bearish,Retail Sales,Oil Prices,5985
6251,Sideways,Industrial Production,Exchange Rates,7616
6252,Bearish,Housing Starts,Oil Prices,6475
6253,Bearish,Employment Rate,Exchange Rates,2048
6254,Bearish,Employment Rate,Exchange Rates,9914
6255,Bullish,Housing Starts,Political Stability,8173
6256,Bearish,Employment Rate,Stock Market,5793
6257,Bullish,Retail Sales,Stock Market,9895
6258,Bearish,GDP,Exchange Rates,8030
6259,Bearish,Inflation Rate,Interest Rates,8638
6260,Bullish,Inflation Rate,Oil Prices,2488
6261,Bullish,Unemployment Rate,Consumer Confidence,4313
6262,Bullish,Housing Starts,Exchange Rates,1358
6263,Bearish,Unemployment Rate,Oil Prices,2459
6264,Sideways,Trade Balance,Consumer Confidence,6021
6265,Bearish,Retail Sales,Oil Prices,6187
6266,Sideways,Industrial Production,Oil Prices,7693
6267,Sideways,GDP,Consumer Confidence,5197
6268,Bullish,GDP,Consumer Confidence,4873
6269,Bearish,Housing Starts,Consumer Confidence,8473
6270,Bullish,Unemployment Rate,Interest Rates,1981
6271,Bullish,Consumer Price Index,Political Stability,4734
6272,Sideways,Inflation Rate,Stock Market,1202
6273,Bullish,GDP,Stock Market,1208
6274,Bearish,GDP,Interest Rates,7522
6275,Bearish,Retail Sales,Interest Rates,6524
6276,Bearish,Housing Starts,Political Stability,2201
6277,Bullish,Trade Balance,Stock Market,9420
6278,Sideways,Industrial Production,Interest Rates,4539
6279,Bearish,Industrial Production,Stock Market,1859
6280,Sideways,Inflation Rate,Stock Market,2295
6281,Bullish,Consumer Price Index,Oil Prices,5904
6282,Bullish,Industrial Production,Political Stability,8242
6283,Bearish,GDP,Exchange Rates,9259
6284,Bearish,Inflation Rate,Consumer Confidence,4216
6285,Bearish,Retail Sales,Interest Rates,9818
6286,Bearish,Retail Sales,Consumer Confidence,1417
6287,Sideways,Retail Sales,Oil Prices,5400
6288,Sideways,Retail Sales,Interest Rates,9111
6289,Sideways,GDP,Exchange Rates,9325
6290,Sideways,Employment Rate,Political Stability,9177
6291,Bearish,Retail Sales,Stock Market,9108
6292,Bearish,Trade Balance,Interest Rates,8317
6293,Sideways,Industrial Production,Consumer Confidence,4206
6294,Bearish,Retail Sales,Stock Market,8299
6295,Bearish,Trade Balance,Political Stability,8694
6296,Bullish,Housing Starts,Stock Market,7287
6297,Sideways,Consumer Price Index,Stock Market,2138
6298,Bullish,Consumer Price Index,Interest Rates,1063
6299,Sideways,Consumer Price Index,Stock Market,4630
6300,Sideways,Inflation Rate,Oil Prices,3070
6301,Bullish,Trade Balance,Exchange Rates,8277
6302,Sideways,Industrial Production,Exchange Rates,8763
6303,Bullish,Trade Balance,Exchange Rates,4249
6304,Bullish,Retail Sales,Oil Prices,8327
6305,Bearish,Industrial Production,Consumer Confidence,2785
6306,Sideways,Housing Starts,Oil Prices,2103
6307,Bearish,Inflation Rate,Stock Market,8492
6308,Sideways,Industrial Production,Oil Prices,5872
6309,Bullish,Industrial Production,Political Stability,3701
6310,Bullish,Retail Sales,Oil Prices,3958
6311,Bullish,Retail Sales,Exchange Rates,3576
6312,Sideways,Employment Rate,Stock Market,3515
6313,Bullish,Retail Sales,Consumer Confidence,4211
6314,Bullish,Trade Balance,Political Stability,4431
6315,Sideways,Employment Rate,Consumer Confidence,4220
6316,Sideways,Housing Starts,Oil Prices,1684
6317,Bullish,Retail Sales,Oil Prices,1753
6318,Sideways,Inflation Rate,Exchange Rates,7981
6319,Bearish,Inflation Rate,Stock Market,3259
6320,Bearish,Unemployment Rate,Oil Prices,5288
6321,Bullish,Industrial Production,Oil Prices,9342
6322,Bearish,Trade Balance,Stock Market,3102
6323,Sideways,Retail Sales,Oil Prices,7532
6324,Bullish,GDP,Consumer Confidence,9878
6325,Bullish,Inflation Rate,Stock Market,7268
6326,Bearish,Industrial Production,Exchange Rates,8763
6327,Bullish,Consumer Price Index,Oil Prices,4163
6328,Bearish,Employment Rate,Stock Market,7831
6329,Sideways,GDP,Exchange Rates,7642
6330,Bullish,Trade Balance,Consumer Confidence,8306
6331,Sideways,GDP,Consumer Confidence,9518
6332,Bearish,Retail Sales,Interest Rates,1772
6333,Sideways,Retail Sales,Oil Prices,4159
6334,Sideways,GDP,Exchange Rates,6114
6335,Bullish,Trade Balance,Oil Prices,5870
6336,Sideways,Inflation Rate,Oil Prices,6348
6337,Bearish,Consumer Price Index,Political Stability,2443
6338,Bearish,Employment Rate,Interest Rates,6989
6339,Bullish,Industrial Production,Exchange Rates,7701
6340,Sideways,Retail Sales,Exchange Rates,3862
6341,Bearish,Consumer Price Index,Oil Prices,3348
6342,Bearish,GDP,Exchange Rates,6903
6343,Bullish,Housing Starts,Exchange Rates,6203
6344,Bearish,Consumer Price Index,Stock Market,6104
6345,Bullish,Inflation Rate,Stock Market,9552
6346,Bullish,Trade Balance,Exchange Rates,5947
6347,Bullish,Unemployment Rate,Interest Rates,2137
6348,Bearish,Trade Balance,Political Stability,1956
6349,Bullish,GDP,Oil Prices,9835
6350,Bearish,Housing Starts,Consumer Confidence,5550
6351,Sideways,Housing Starts,Political Stability,7692
6352,Bearish,Housing Starts,Interest Rates,2873
6353,Bullish,Inflation Rate,Exchange Rates,2900
6354,Bearish,Unemployment Rate,Interest Rates,3536
6355,Bullish,GDP,Exchange Rates,8796
6356,Bearish,Employment Rate,Exchange Rates,6371
6357,Bullish,GDP,Oil Prices,5829
6358,Sideways,Trade Balance,Interest Rates,9536
6359,Bearish,Consumer Price Index,Interest Rates,7019
6360,Sideways,Inflation Rate,Consumer Confidence,1825
6361,Bullish,Housing Starts,Consumer Confidence,5780
6362,Bullish,Trade Balance,Political Stability,8537
6363,Sideways,Unemployment Rate,Political Stability,9621
6364,Bullish,Unemployment Rate,Interest Rates,1131
6365,Sideways,Housing Starts,Exchange Rates,5500
6366,Bearish,Consumer Price Index,Exchange Rates,6563
6367,Bullish,Unemployment Rate,Exchange Rates,7569
6368,Bearish,GDP,Interest Rates,8388
6369,Sideways,Inflation Rate,Exchange Rates,1627
6370,Bullish,Unemployment Rate,Interest Rates,7733
6371,Bullish,GDP,Stock Market,5906
6372,Sideways,Consumer Price Index,Political Stability,4731
6373,Bullish,Inflation Rate,Political Stability,3908
6374,Bullish,Industrial Production,Oil Prices,5215
6375,Bearish,Consumer Price Index,Consumer Confidence,4261
6376,Bearish,Industrial Production,Political Stability,6357
6377,Bearish,Employment Rate,Oil Prices,8283
6378,Bullish,Unemployment Rate,Interest Rates,5237
6379,Bearish,Retail Sales,Political Stability,8622
6380,Bearish,Employment Rate,Oil Prices,2400
6381,Bullish,GDP,Oil Prices,2014
6382,Sideways,Trade Balance,Exchange Rates,3755
6383,Sideways,Trade Balance,Exchange Rates,5363
6384,Bullish,Housing Starts,Exchange Rates,3777
6385,Bearish,Employment Rate,Interest Rates,6700
6386,Bullish,Industrial Production,Interest Rates,8993
6387,Sideways,Inflation Rate,Stock Market,9663
6388,Bullish,Consumer Price Index,Oil Prices,7536
6389,Sideways,Inflation Rate,Consumer Confidence,6316
6390,Sideways,Trade Balance,Stock Market,2280
6391,Sideways,Retail Sales,Consumer Confidence,2523
6392,Bullish,Employment Rate,Exchange Rates,3215
6393,Sideways,Consumer Price Index,Consumer Confidence,6346
6394,Sideways,Housing Starts,Interest Rates,6823
6395,Bullish,Trade Balance,Interest Rates,5718
6396,Bullish,Housing Starts,Political Stability,2637
6397,Bullish,Trade Balance,Political Stability,2895
6398,Bearish,Consumer Price Index,Interest Rates,8857
6399,Bearish,Inflation Rate,Consumer Confidence,4003
6400,Bullish,GDP,Exchange Rates,8074
6401,Bearish,Inflation Rate,Interest Rates,4159
6402,Sideways,Consumer Price Index,Exchange Rates,5619
6403,Bearish,Industrial Production,Stock Market,8397
6404,Sideways,Retail Sales,Political Stability,6866
6405,Sideways,Consumer Price Index,Consumer Confidence,6832
6406,Bearish,Trade Balance,Interest Rates,4398
6407,Sideways,Unemployment Rate,Political Stability,5489
6408,Bearish,Unemployment Rate,Political Stability,4317
6409,Sideways,GDP,Interest Rates,7537
6410,Bullish,Industrial Production,Stock Market,4502
6411,Bearish,Industrial Production,Political Stability,7549
6412,Bullish,Consumer Price Index,Stock Market,6293
6413,Bullish,Unemployment Rate,Consumer Confidence,4628
6414,Bullish,Consumer Price Index,Political Stability,7788
6415,Bearish,Industrial Production,Oil Prices,7596
6416,Bearish,Retail Sales,Oil Prices,2520
6417,Bearish,Unemployment Rate,Stock Market,1927
6418,Sideways,Industrial Production,Consumer Confidence,4916
6419,Bullish,Retail Sales,Stock Market,9429
6420,Sideways,Housing Starts,Political Stability,3796
6421,Bullish,Trade Balance,Consumer Confidence,8558
6422,Bullish,Housing Starts,Consumer Confidence,6763
6423,Bullish,Retail Sales,Political Stability,5863
6424,Bullish,Trade Balance,Stock Market,2556
6425,Bullish,Unemployment Rate,Political Stability,1162
6426,Sideways,Housing Starts,Stock Market,9362
6427,Bearish,Unemployment Rate,Consumer Confidence,1262
6428,Bearish,GDP,Exchange Rates,9499
6429,Sideways,Employment Rate,Exchange Rates,7495
6430,Sideways,Retail Sales,Stock Market,5283
6431,Bearish,GDP,Exchange Rates,7361
6432,Bullish,GDP,Political Stability,2998
6433,Bearish,Trade Balance,Political Stability,3568
6434,Bearish,Housing Starts,Political Stability,5340
6435,Bearish,Unemployment Rate,Exchange Rates,4649
6436,Sideways,GDP,Political Stability,8581
6437,Bearish,Retail Sales,Stock Market,8946
6438,Sideways,Consumer Price Index,Oil Prices,3041
6439,Bullish,Inflation Rate,Oil Prices,9150
6440,Bearish,Unemployment Rate,Exchange Rates,2897
6441,Bearish,Housing Starts,Oil Prices,5352
6442,Sideways,Inflation Rate,Stock Market,7647
6443,Bearish,Retail Sales,Oil Prices,9159
6444,Bearish,Retail Sales,Political Stability,8585
6445,Bullish,Inflation Rate,Consumer Confidence,4856
6446,Sideways,Unemployment Rate,Political Stability,1141
6447,Bullish,Retail Sales,Interest Rates,2567
6448,Bearish,Inflation Rate,Oil Prices,7289
6449,Sideways,Consumer Price Index,Political Stability,6549
6450,Sideways,Employment Rate,Political Stability,8790
6451,Bearish,GDP,Political Stability,4632
6452,Bullish,Employment Rate,Consumer Confidence,5555
6453,Bearish,GDP,Stock Market,4174
6454,Bearish,Employment Rate,Political Stability,4930
6455,Sideways,Employment Rate,Oil Prices,8554
6456,Sideways,Trade Balance,Political Stability,1662
6457,Bearish,Consumer Price Index,Stock Market,4454
6458,Bullish,Unemployment Rate,Political Stability,7313
6459,Bullish,Housing Starts,Consumer Confidence,6892
6460,Bullish,GDP,Oil Prices,6257
6461,Bearish,Consumer Price Index,Exchange Rates,9675
6462,Bearish,GDP,Oil Prices,3575
6463,Bearish,Retail Sales,Interest Rates,6016
6464,Sideways,Consumer Price Index,Oil Prices,5228
6465,Bearish,Consumer Price Index,Political Stability,8961
6466,Bearish,Inflation Rate,Interest Rates,5576
